user_id,new_user,age,sex,market,device,operative_system,source,total_pages_visited,home_page,listing_page,product_page,payment_page,confirmation_page
jd_4c2a9bd2b48a0,0,21,Female,1,desktop,windows,Direct,3,1,1,0,0,0
jd_4c2a90a2d9295,1,21,Female,1,desktop,windows,Seo,3,1,1,1,0,0
jd_4c2a7bd56e56c,1,20,Female,1,mobile,iOS,Ads,15,1,1,1,1,0
jd_4c2a79934d5a5,0,20,Female,2,mobile,iOS,Direct,1,1,0,0,0,0
jd_4c2a67f6e4a0b,1,19,Female,2,mobile,iOS,Seo,3,1,1,0,0,0
jd_4c2a5e357c234,0,19,Female,1,mobile,iOS,Seo,2,1,1,0,0,0
jd_4c2a3a940b993,0,19,Female,1,desktop,windows,Direct,2,1,1,0,0,0
jd_4c2a37245a1ff,1,18,Female,1,desktop,windows,Ads,6,1,0,0,0,0
jd_4c2a2a3dc8dfc,1,18,Female,2,mobile,iOS,Seo,3,1,1,1,0,0
jd_4c2a1eba2c11b,0,18,Female,1,desktop,windows,Direct,2,1,1,0,0,0
jd_4c2a12e09a443,0,18,Female,4,mobile,android,Seo,6,1,1,1,0,0
jd_4c2a0620a540f,1,17,Female,1,desktop,windows,Direct,7,1,0,0,0,0
jd_4c29eb9c208cf,1,17,Female,1,desktop,windows,Ads,6,1,0,0,0,0
jd_4c29e63806dd4,0,17,Female,1,mobile,android,Direct,5,1,1,1,1,0
jd_4c29e0e5e4b7d,1,45,Female,2,mobile,android,Seo,4,1,1,1,0,0
jd_4c295a13891b2,1,42,Female,1,desktop,mac,Ads,5,1,0,0,0,0
jd_4c293430214bf,0,42,Female,2,mobile,iOS,Seo,4,1,1,1,1,0
jd_4c28e11c848b5,0,39,Female,2,mobile,iOS,Ads,19,1,1,1,1,1
jd_4c28d836291e6,0,39,Female,1,mobile,android,Direct,4,1,0,0,0,0
jd_4c28ca02c0010,0,37,Female,1,mobile,iOS,Seo,5,1,1,1,0,0
jd_4c28ae8af90d1,0,37,Female,1,mobile,other,Ads,1,1,0,0,0,0
jd_4c289a7c9d47e,1,36,Female,2,desktop,mac,Seo,3,1,1,1,0,0
jd_4c2899bf9cdac,0,35,Female,2,desktop,windows,Direct,5,1,0,0,0,0
jd_4c289854e6068,1,34,Female,2,desktop,windows,Ads,4,1,0,0,0,0
jd_4c28971fc64e6,0,32,Female,1,desktop,windows,Direct,5,1,0,0,0,0
jd_4c287058ef8bd,0,30,Female,1,mobile,iOS,Direct,4,1,1,1,0,0
jd_4c28582213cf3,0,30,Female,1,desktop,windows,Direct,3,1,0,0,0,0
jd_4c2838e67868e,0,30,Female,1,desktop,windows,Direct,11,1,1,0,0,0
jd_4c27fbd8aabae,0,29,Female,1,mobile,iOS,Direct,3,1,1,1,0,0
jd_4c27f362a64d7,1,29,Female,1,mobile,iOS,Ads,3,1,1,1,0,0
jd_4c2792f442009,1,29,Female,2,mobile,iOS,Ads,2,1,0,0,0,0
jd_4c27844a364c2,0,28,Female,2,mobile,android,Direct,3,1,1,0,0,0
jd_4c27832bd94ad,0,27,Female,1,desktop,windows,Direct,2,1,1,0,0,0
jd_4c27693600af9,0,27,Female,1,mobile,android,Direct,5,1,0,0,0,0
jd_4c275a5f49efe,0,27,Female,1,desktop,windows,Direct,1,1,0,0,0,0
jd_4c275911af73c,0,27,Female,2,desktop,windows,Direct,3,1,1,1,0,0
jd_4c2744ef41df3,1,27,Female,2,mobile,iOS,Ads,9,1,1,0,0,0
jd_4c27434989d39,1,26,Female,4,mobile,android,Ads,4,1,1,0,0,0
jd_4c273e7abe16c,0,26,Female,1,mobile,android,Direct,3,1,1,1,0,0
jd_4c272e64d530f,0,25,Female,1,mobile,other,Direct,2,1,1,0,0,0
jd_4c270b64b4313,1,25,Female,1,mobile,android,Ads,5,1,1,1,0,0
jd_4c26c290c298a,0,25,Female,1,desktop,windows,Seo,7,1,1,0,0,0
jd_4c26aa8f6af11,1,25,Female,2,desktop,windows,Seo,4,1,1,0,0,0
jd_4c26a9ce3bdcd,0,24,Female,1,desktop,windows,Direct,11,1,1,1,0,0
jd_4c269d1e92c15,1,24,Female,1,mobile,android,Seo,4,1,1,1,0,0
jd_4c2682628b816,0,24,Female,1,mobile,android,Seo,7,1,1,1,0,0
jd_4c26690ac7d18,0,24,Female,2,desktop,windows,Direct,6,1,0,0,0,0
jd_4c2662de76b90,1,24,Female,2,desktop,windows,Seo,3,1,1,0,0,0
jd_4c266166b4936,0,23,Female,1,desktop,windows,Direct,5,1,0,0,0,0
jd_4c265a8d2a38e,0,23,Female,2,desktop,mac,Direct,3,1,0,0,0,0
jd_4c2610ee44e72,0,22,Female,1,desktop,windows,Direct,3,1,0,0,0,0
jd_4c25ec117e121,1,22,Female,4,desktop,windows,Seo,6,1,1,1,0,0
jd_4c25c34fabdfa,1,22,Female,1,desktop,mac,Seo,3,1,1,1,0,0
jd_4c259bbaf3592,0,21,Female,1,desktop,windows,Direct,2,1,0,0,0,0
jd_4c258ffb64aab,1,21,Female,4,mobile,android,Ads,4,1,1,1,0,0
jd_4c2585e4b90a9,1,20,Female,2,mobile,iOS,Ads,3,1,1,1,0,0
jd_4c2576bd2ca19,0,20,Female,1,desktop,windows,Direct,2,1,1,0,0,0
jd_4c256841351c0,0,20,Female,1,desktop,windows,Direct,4,1,0,0,0,0
jd_4c252d352768b,0,20,Female,4,mobile,android,Direct,9,1,1,0,0,0
jd_4c250ee32c782,0,20,Female,1,desktop,windows,,4,1,0,0,0,0
jd_4c25024678bd3,1,20,Female,1,mobile,android,Seo,19,1,0,0,0,0
jd_4c24da4ef071f,1,19,Female,1,mobile,iOS,Seo,4,1,1,1,0,0
jd_4c24c08725fa0,0,19,Female,1,desktop,windows,Direct,8,1,0,0,0,0
jd_4c24b67e34c1f,0,19,Female,4,desktop,mac,Seo,3,1,1,1,0,0
jd_4c24b46442396,0,19,Female,2,mobile,other,Direct,7,1,1,1,0,0
jd_4c24a88a5a0a8,1,19,Female,2,mobile,iOS,Ads,3,1,1,1,0,0
jd_4c24726a92f4f,0,18,Female,1,desktop,windows,Direct,9,1,1,1,0,0
jd_4c240b56f972c,0,18,Female,4,mobile,iOS,Direct,3,1,1,1,0,0
jd_4c2408a137084,0,18,Female,1,mobile,android,Direct,3,1,1,1,0,0
jd_4c23f1c59e0b7,0,17,Female,1,mobile,iOS,Direct,3,1,1,1,0,0
jd_4c23e5f2e781b,0,17,Male,1,desktop,linux,Direct,5,1,1,0,0,0
jd_4c23671811cd0,0,51,Female,1,desktop,windows,Seo,7,1,1,0,0,0
jd_4c234a20a7b5d,1,48,Female,4,desktop,mac,Seo,5,1,1,1,0,0
jd_4c22fcfeeeec6,0,44,Female,1,mobile,android,Direct,3,1,1,1,0,0
jd_4c22a0353a436,0,43,Female,2,desktop,mac,Seo,7,1,1,1,0,0
jd_4c2298c1309d3,1,43,Female,1,mobile,iOS,Seo,3,1,1,1,0,0
jd_4c22932093e28,1,40,Female,2,mobile,android,Seo,8,1,1,1,0,0
jd_4c228897ac80c,0,38,Female,2,mobile,android,Direct,5,1,0,0,0,0
jd_4c22828ec660a,0,37,Female,1,mobile,other,Seo,3,1,1,1,0,0
jd_4c227c04f81e1,0,37,Female,1,mobile,other,Direct,7,1,1,0,0,0
jd_4c226f765f32e,1,36,Female,2,mobile,iOS,Ads,3,1,0,0,0,0
jd_4c2267e2a5216,0,36,Female,4,mobile,iOS,Ads,5,1,1,1,0,0
jd_4c2239d1b1ce0,0,36,Female,1,mobile,android,Direct,1,1,0,0,0,0
jd_4c2227828ad41,0,36,Female,1,mobile,other,Direct,4,1,0,0,0,0
jd_4c2226b53bb19,1,35,Female,1,mobile,android,Seo,10,1,0,0,0,0
jd_4c221bd22cef5,0,35,Female,2,desktop,windows,Ads,2,1,1,0,0,0
jd_4c22063fd5114,0,35,Female,2,mobile,iOS,Direct,8,1,1,1,0,0
jd_4c21ff0e95730,0,34,Female,2,mobile,iOS,Direct,3,1,1,1,0,0
jd_4c21ad4ce11c7,0,34,Female,1,mobile,android,Direct,4,1,1,1,0,0
jd_4c21888266607,0,34,,1,mobile,android,Seo,4,1,1,1,0,0
jd_4c215d013ddcd,0,34,Female,2,desktop,windows,Direct,9,1,1,0,0,0
jd_4c215bb141552,1,33,Female,4,mobile,other,Ads,9,1,1,1,0,0
jd_4c215afb5de1f,1,33,Female,1,desktop,mac,Ads,3,1,1,1,0,0
jd_4c214ca09dcb2,1,33,Female,2,mobile,other,Ads,6,1,1,1,0,0
jd_4c214804e4403,0,33,Female,1,desktop,windows,Direct,3,1,1,1,0,0
jd_4c2124f13fbd5,1,32,Female,1,desktop,mac,Seo,5,1,0,0,0,0
jd_4c21103c18c99,0,31,Female,1,mobile,android,Ads,3,1,1,1,0,0
jd_4c210b9c12242,1,31,Female,1,desktop,windows,Seo,6,1,1,1,0,0
jd_4c20bb0042d43,0,31,Female,1,mobile,iOS,Direct,4,1,1,0,0,0
jd_4c20b8f379bc1,0,31,Female,1,desktop,mac,Seo,3,1,1,1,0,0
jd_4c20af755f331,0,30,Female,4,mobile,android,Direct,6,1,0,0,0,0
jd_4c208c5cae512,1,30,Female,1,mobile,iOS,Ads,2,1,0,0,0,0
jd_4c2076baeba94,0,30,Female,1,mobile,android,Direct,11,1,1,0,0,0
jd_4c2075e4ba124,1,30,Female,1,mobile,iOS,Seo,5,1,1,1,0,0
jd_4c2073624f00c,1,30,Female,2,mobile,iOS,Seo,10,1,1,1,0,0
jd_4c2062c8f46e4,0,29,Female,4,desktop,windows,Direct,2,1,0,0,0,0
jd_4c205b9375cfb,0,29,Female,1,desktop,mac,Seo,6,1,1,0,0,0
jd_4c20472cb6e39,0,29,Female,1,mobile,iOS,Direct,6,1,1,1,0,0
jd_4c200f0df41f0,0,29,Female,2,mobile,android,Direct,3,1,0,0,0,0
jd_4c2009557150c,0,28,Female,1,mobile,android,Ads,5,1,0,0,0,0
jd_4c2003c8a3a92,0,28,Female,1,desktop,windows,Direct,12,1,1,1,0,0
jd_4c1feaee92ad6,0,28,Female,1,mobile,iOS,Direct,6,1,1,1,1,1
jd_4c1fe0ab92675,1,27,Female,2,mobile,iOS,Direct,9,1,0,0,0,0
jd_4c1fb781c9ce2,0,27,Female,1,mobile,android,Direct,5,1,1,1,0,0
jd_4c1fb3b432dba,1,27,Female,1,desktop,mac,Ads,3,1,1,0,0,0
jd_4c1faf81208c7,0,27,Female,1,desktop,windows,Direct,6,1,0,0,0,0
jd_4c1faf1f89a97,0,27,Female,1,mobile,iOS,Ads,4,1,1,1,0,0
jd_4c1f919e53288,0,27,Female,1,desktop,mac,Direct,6,1,1,1,0,0
jd_4c1f53dfa920b,1,27,Female,1,mobile,iOS,Seo,4,1,1,1,0,0
jd_4c1f0313463ab,1,26,Female,1,mobile,android,Seo,19,1,1,1,1,1
jd_4c1f01421f760,0,26,Female,1,mobile,iOS,Seo,3,1,1,0,0,0
jd_4c1f00a322643,0,26,Female,1,mobile,android,Direct,7,1,1,1,0,0
jd_4c1ee4d7da291,1,25,Female,4,mobile,other,Ads,4,1,1,1,0,0
jd_4c1ee37b16797,0,25,Female,2,desktop,mac,Direct,3,1,1,1,0,0
jd_4c1eceee5f8cd,0,25,Female,1,desktop,windows,Direct,3,1,1,1,0,0
jd_4c1e990d93e2d,1,25,Female,1,desktop,windows,Ads,4,1,1,0,0,0
jd_4c1e986e4f32c,0,24,Female,1,mobile,other,Direct,13,1,1,0,0,0
jd_4c1e73af751f5,0,24,Female,2,desktop,windows,Ads,5,1,1,0,0,0
jd_4c1e5a3c4480c,0,24,Female,1,mobile,android,Direct,2,1,1,0,0,0
jd_4c1e4de87224f,1,24,Female,1,desktop,mac,Seo,5,1,1,1,0,0
jd_4c1e2c65d0de0,0,24,Female,1,desktop,mac,Direct,3,1,1,1,0,0
jd_4c1e0c65096a7,0,24,Female,2,desktop,windows,Seo,6,1,1,1,0,0
jd_4c1e0b3b73b32,0,24,Female,2,desktop,windows,Direct,6,1,1,1,0,0
jd_4c1df8b980be0,1,24,Female,1,mobile,iOS,Seo,7,1,1,1,0,0
jd_4c1df4abfbfac,0,23,Female,4,mobile,iOS,Direct,7,1,1,1,0,0
jd_4c1ddf46871d2,0,23,Female,1,desktop,mac,Ads,4,1,1,1,0,0
jd_4c1dbcc6cb858,0,23,Female,1,mobile,android,Ads,2,1,1,0,0,0
jd_4c1d9db8e0ce6,0,23,Female,1,mobile,iOS,Direct,9,1,0,0,0,0
jd_4c1d786b163f1,0,23,Female,1,desktop,windows,Seo,4,1,1,0,0,0
jd_4c1d6d7d434f3,0,23,Female,1,desktop,windows,Direct,4,1,0,0,0,0
jd_4c1d5ecab3e51,0,22,Female,1,mobile,iOS,Direct,2,1,1,0,0,0
jd_4c1d2999d8052,0,22,Female,2,mobile,android,Direct,2,1,1,0,0,0
jd_4c1d1c1ffd43d,0,22,Female,1,mobile,iOS,Seo,5,1,1,1,0,0
jd_4c1cdb3a230ee,1,21,Female,1,desktop,windows,Seo,21,1,1,1,0,0
jd_4c1cbb5f942c6,0,21,Female,2,desktop,mac,Ads,10,1,1,0,0,0
jd_4c1cae10296e5,0,21,Female,1,mobile,android,Direct,3,1,1,1,0,0
jd_4c1c91cef6d85,1,20,Female,1,mobile,iOS,Ads,5,1,1,1,0,0
jd_4c1c67a1e9a5c,0,20,Female,1,mobile,iOS,Direct,4,1,0,0,0,0
jd_4c1c4c36f0b12,0,20,Female,1,mobile,iOS,Seo,7,1,1,1,0,0
jd_4c1c3fd785b21,0,20,Female,2,desktop,mac,Direct,7,1,0,0,0,0
jd_4c1c1f0d34997,1,20,Female,1,desktop,windows,Ads,10,1,1,1,0,0
jd_4c1c1bbfc482a,0,20,Female,1,mobile,other,Direct,8,1,1,0,0,0
jd_4c1c0e1aa75fa,0,20,Female,2,desktop,windows,Seo,3,1,1,0,0,0
jd_4c1bef2a997ca,1,19,Female,2,mobile,iOS,Ads,10,1,1,0,0,0
jd_4c1be32b5c08f,0,19,Female,1,mobile,android,Direct,1,1,0,0,0,0
jd_4c1bc1279cdc9,0,19,Female,1,mobile,android,Direct,4,1,1,1,1,0
jd_4c1bb57dfb034,0,19,Female,1,mobile,iOS,Direct,5,1,0,0,0,0
jd_4c1b831264fb4,0,19,Female,4,mobile,iOS,Direct,3,1,1,1,0,0
jd_4c1b3b8ee98a1,0,18,Female,2,mobile,android,Direct,1,1,0,0,0,0
jd_4c1b0e9c8087f,1,18,Female,1,mobile,android,Seo,17,1,1,0,0,0
jd_4c1af569c6cd4,0,18,Female,1,desktop,windows,Direct,3,1,1,1,0,0
jd_4c1ade8f0eebc,1,18,Female,1,mobile,android,Seo,4,1,1,1,1,0
jd_4c1ad24673a72,0,18,Female,2,mobile,android,Direct,5,1,1,1,1,0
jd_4c1ad007d046b,0,17,Female,1,desktop,windows,Seo,5,1,1,0,0,0
jd_4c1ac75308883,0,17,Female,2,desktop,windows,Direct,6,1,1,0,0,0
jd_4c1aa38ea8ac1,1,17,Female,1,mobile,android,Ads,7,1,0,0,0,0
jd_4c1a8285e254e,0,17,Female,2,mobile,iOS,Direct,5,1,1,0,0,0
jd_4c1a6ca36bdae,0,17,Female,1,mobile,android,Direct,6,1,1,1,0,0
jd_4c1a695faa65b,1,17,Female,2,mobile,android,Seo,9,1,1,1,0,0
jd_4c1a1f3e05576,0,17,Female,1,mobile,iOS,Direct,7,1,0,0,0,0
jd_4c1a1d062efb3,0,17,Female,1,desktop,windows,Direct,8,1,1,1,0,0
jd_4c1a1c061b6b3,0,17,Female,4,mobile,android,Direct,5,1,1,1,0,0
jd_4c19cae0ed8fa,0,17,Female,1,mobile,android,Direct,4,1,1,0,0,0
jd_4c19be4dd5baf,0,17,Female,4,mobile,android,Direct,8,1,1,0,0,0
jd_4c1990d6da76d,1,46,Female,1,mobile,android,Seo,6,1,0,0,0,0
jd_4c19872df5763,1,44,Female,1,,iOS,Seo,6,1,0,0,0,0
jd_4c19867619769,1,43,Female,1,mobile,android,Seo,3,1,0,0,0,0
jd_4c196f156025f,0,42,Male,1,desktop,linux,Direct,5,1,1,1,0,0
jd_4c196d3702637,0,41,Female,1,mobile,iOS,Direct,10,1,1,0,0,0
jd_4c196303f15dc,1,41,Female,1,mobile,iOS,Ads,4,1,0,0,0,0
jd_4c19087eebd17,1,41,Female,2,mobile,other,Seo,8,1,1,1,1,0
jd_4c19030d99930,1,41,Female,2,mobile,other,Ads,5,1,1,1,0,0
jd_4c19027850ae2,0,40,Female,1,desktop,mac,Direct,3,1,1,0,0,0
jd_4c18f38c77265,0,39,Female,4,desktop,windows,Seo,4,1,1,1,1,0
jd_4c18b297f491a,1,39,Female,1,mobile,android,Ads,4,1,1,1,0,0
jd_4c18a3e86e3b8,0,38,Female,1,mobile,iOS,Direct,6,1,1,0,0,0
jd_4c187e9c1e8c8,0,37,Male,1,desktop,linux,Direct,13,1,1,1,0,0
jd_4c1865d7d301b,1,37,Female,1,mobile,other,Direct,12,1,1,1,0,0
jd_4c1854b0fe48a,0,37,Female,2,desktop,windows,Direct,8,1,1,1,1,0
jd_4c18529e9b201,0,37,Female,3,desktop,mac,Direct,2,1,1,0,0,0
jd_4c180c205aa56,0,36,Female,3,mobile,iOS,Direct,3,1,1,1,0,0
jd_4c17e01c47824,0,36,Female,2,mobile,iOS,Direct,5,1,1,0,0,0
jd_4c17db7b94972,0,35,Female,1,mobile,android,Direct,11,1,1,1,0,0
jd_4c17b3ad8c849,0,35,Female,2,mobile,android,Direct,4,1,1,1,1,0
jd_4c176849972ed,1,35,Female,2,desktop,windows,Ads,3,1,0,0,0,0
jd_4c173735e86f4,0,34,Female,4,mobile,iOS,Direct,4,1,0,0,0,0
jd_4c16dca09de18,1,34,Female,2,desktop,windows,Seo,15,1,1,1,0,0
jd_4c16ad95d4f69,0,34,Female,1,mobile,android,Direct,5,1,1,0,0,0
jd_4c1681af46b5c,0,34,Female,2,desktop,mac,Direct,3,1,0,0,0,0
jd_4c166b1e69cb8,0,33,Female,2,mobile,android,Direct,3,1,0,0,0,0
jd_4c16448ecf3e8,0,33,Female,1,mobile,android,Direct,7,1,1,1,0,0
jd_4c1628226000d,0,32,Female,1,desktop,windows,Direct,5,1,1,0,0,0
jd_4c1625a5b9070,1,32,Female,1,desktop,windows,Ads,5,1,0,0,0,0
jd_4c1624e1d59ba,0,32,Female,1,mobile,iOS,Direct,6,1,1,1,0,0
jd_4c15e67e45674,0,32,Female,1,mobile,iOS,Direct,6,1,1,0,0,0
jd_4c15db79767e4,1,31,Female,2,desktop,windows,Ads,4,1,1,1,1,0
jd_4c15be2321569,1,31,Female,2,desktop,mac,Ads,2,1,1,0,0,0
jd_4c15a88b22fad,0,31,Female,4,desktop,windows,Direct,3,1,1,1,0,0
jd_4c158357ad28a,0,31,Female,1,desktop,windows,Direct,6,1,1,1,1,1
jd_4c1559c5d304d,0,31,Female,1,desktop,windows,Direct,3,1,0,0,0,0
jd_4c155099beb7a,0,30,Female,2,mobile,iOS,Direct,9,1,1,1,0,0
jd_4c151b9a12570,0,30,Female,1,desktop,windows,Direct,3,1,1,0,0,0
jd_4c15042ac87cb,1,30,Female,1,mobile,android,Seo,10,1,1,1,0,0
jd_4c14e24d1d5bc,1,30,Male,1,desktop,linux,Seo,6,1,0,0,0,0
jd_4c14cbb541b01,0,29,Female,1,desktop,mac,Direct,1,1,0,0,0,0
jd_4c1446804ecf5,0,29,Female,1,desktop,windows,Direct,5,1,1,1,0,0
jd_4c142d22af252,0,29,Female,1,desktop,mac,Direct,9,1,1,1,1,1
jd_4c14297f87e98,1,29,Female,1,mobile,iOS,Seo,9,1,1,0,0,0
jd_4c14244d79ce8,0,28,Female,4,mobile,iOS,Direct,3,1,1,1,0,0
jd_4c141bebecdb4,0,27,Female,2,mobile,iOS,Direct,10,1,1,1,0,0
jd_4c1415651bb1e,1,27,Female,1,mobile,iOS,Seo,3,1,1,1,0,0
jd_4c13fa63406fe,0,27,Female,1,desktop,windows,Direct,9,1,1,1,1,1
jd_4c13f2365df1d,0,27,Female,2,desktop,windows,Direct,6,1,0,0,0,0
jd_4c13f2354c662,1,27,Female,1,desktop,windows,Seo,8,1,1,1,0,0
jd_4c13e362aebff,0,27,Female,1,desktop,mac,Direct,6,1,1,1,0,0
jd_4c13c3814e764,0,27,Female,1,mobile,other,Direct,5,1,0,0,0,0
jd_4c13bf091e878,0,26,Female,4,mobile,android,Direct,4,1,0,0,0,0
jd_4c13b17d8513c,0,26,Female,1,desktop,windows,Direct,3,1,1,1,0,0
jd_4c138811e98d9,0,26,Female,2,mobile,android,Direct,9,1,1,1,0,0
jd_4c136e00fb73c,1,26,Female,1,mobile,,Ads,2,1,1,0,0,0
jd_4c136ae1988bc,0,26,Female,1,mobile,iOS,Ads,4,1,1,1,1,0
jd_4c133ddaabf0e,0,25,Female,1,mobile,iOS,Ads,3,1,1,0,0,0
jd_4c1330a47f955,0,25,Female,1,mobile,iOS,Direct,7,1,1,1,0,0
jd_4c13129e62a12,0,25,Female,1,mobile,android,Direct,9,1,1,1,0,0
jd_4c12fce799b51,0,25,Female,4,desktop,windows,Direct,8,1,1,1,0,0
jd_4c12bf11d8d11,0,24,Female,2,desktop,windows,Seo,5,1,1,1,0,0
jd_4c127a25aa40a,0,24,Female,1,mobile,iOS,Seo,2,1,0,0,0,0
